business_id,categories,cat,name
30PzafMyWvh5fYZ8yV_qBg,"Mexican, Breakfast & Brunch, Diners, Restaurants, American (Traditional)",Mexican,Lunch Box
333W59XcrXZsJlnBAAx5mQ,"Desserts, Bars, Nightlife, Mexican, Food, Restaurants",Mexican,La PiÃƒÂ±ata
34VuBMNaG9nJiyqsnoEgPg,"Asian Fusion, Bars, Lounges, Nightlife, Sushi Bars, Restaurants",Japanese,Nori Sushi
355zerURpj4IMs2no238_A,"Fast Food, Gluten-Free, Restaurants, Asian Fusion, Chinese",Chinese,Pei Wei
366FaRQ1MWEHBhaEKTcriQ,"Pizza, Italian, Restaurants, Gluten-Free",Italian,Spinato's Pizza
3awTUGMdUVrwEBkFFOxn9Q,"Restaurants, Steakhouses, Seafood, Italian",Italian,Mancuso's Restaurant
3BGzRYh6GQbZz3LGAGb-sQ,"Restaurants, American (Traditional), Sports Bars, Bars, Nightlife",Sports Bar,Gallagher's
3BYLel7hPVEXzzVSHHEwHA,"Restaurants, Food Trucks, Burgers, Food",Burgers,Aioli Gourmet Burgers and Catering Food Truck
3C5Z9homtzkWHouH2BHXYQ,"Restaurants, Gastropubs, Mexican, Tex-Mex, Nightlife, Cocktail Bars, Bars",Mexican,Taco Guild
3CBLxydJU6CFRMGhu9b-sw,"American (Traditional), Pool Halls, Barbeque, Arts & Entertainment, Sports Bars, Music Venues, Sandwiches, Bars, Restaurants, Nightlife, Burgers, Karaoke",Sports Bar,CK's Tavern & Grill
3deqbrFWWyHdlvAbmqWqMQ,"Restaurants, American (Traditional), Steakhouses, Barbeque",American,LongHorn Steakhouse
3dsvREiTlmGaaBjsBS4dwQ,"Nightlife, Bars, American (Traditional), American (New), Restaurants, Tapas/Small Plates",American,The Collins Small Batch Kitchen
3egp_Vx6nZCLyJVdCCFywQ,"American (Traditional), Fast Food, Cajun/Creole, Seafood, Restaurants, Chicken Wings",American,Popeyes Louisiana Kitchen
3GfJStOagIxhx1jbqCpt_A,"Mexican, Fast Food, Tex-Mex, Restaurants",Mexican,Taco Bell
3Hu-IPhq5I_jyb3YfeHpGQ,"American (Traditional), Restaurants, Sandwiches, Bakeries, Food, Breakfast & Brunch",Sandwiches,Wildflower
3Jg5iFVFm9PxRpGJWLR6ng,"Restaurants, Sandwiches, Fast Food",Sandwiches,Subway
3JnO3AEqRD8DbXkWP-gTFw,"Restaurants, Sandwiches, Caterers, Breakfast & Brunch, Soup, Event Planning & Services, Fast Food",Sandwiches,Arizona Sandwich Co. & Catering
3K9u2FpHG9b7tWogqyEyWQ,"Restaurants, Indian, Asian Fusion",Indian,Haldi Indian Cuisine
3KFWuiz8lla9SospgQn6Yg,"Desserts, Food, Restaurants, Ice Cream & Frozen Yogurt, Bakeries, Sandwiches",Sandwiches,Slickables
3kVThNUM1mzz1lBtxdSJxw,"American (Traditional), Restaurants, Burgers, American (New), Breakfast & Brunch",American,IHOP
3L8D5tGJ4FzQQo6ZMvbVYg,"Bars, Nightlife, Restaurants, American (Traditional), Lounges",American,The Lodge Sasquatch Kitchen
3Ll-F55gm-tDXy3I37beJA,"Asian Fusion, Chicken Shop, Vietnamese, Restaurants",Vietnamese,Pho Nhat
3lRXNifVJDgqylwaQEHvGw,"American (Traditional), Fast Food, Food, Restaurants, Ice Cream & Frozen Yogurt",American,Dairy Queen
3MdLnbpkvTcsKkMszUv_3g,"Restaurants, Seafood, Hawaiian, Poke, Food",Seafood,Pokedon
3oTVApC-eUzpGjrOVxIr5g,"Food, American (New), Desserts, Restaurants, Seafood, American (Traditional), Salad",American,The Cheesecake Factory
3QQEc5QUP-h6LCkUZQEYQw,"Restaurants, Nightlife, Pizza, Bars, Sports Bars",Sports Bar,Santisi Brothers Pizzeria & Sports Grill
3qrotwyf69IpNqwsZN8U7A,"American (New), Restaurants",American,Spice Restaurant
3Ru1_F8GoUcV-QwhX378hA,"Chinese, Asian Fusion, Restaurants",Chinese,Asian Dining Chinese Restaurant
3rWRNL9sFX4YiWPqaUvUzw,"Music Venues, Burgers, American (New), Nightlife, Arts & Entertainment, Restaurants, American (Traditional)",American,Hard Rock Cafe
3rxYGigm5QIAuTRdVPMb8Q,"Burgers, Fast Food, Restaurants",Burgers,Carl's Jr.
3slaRoID3wWUGcYaSE8EuA,"Pizza, Food, Restaurants, Chicken Wings",Italian,Adam's Pizza and Wings
3SLDrXzPmKF0iCY8WriLsA,"Fast Food, Breakfast & Brunch, Event Planning & Services, American (Traditional), Mexican, Caterers, Restaurants, Vegetarian",Mexican,Chronic Tacos
3sOS8wKatd_Uoa9VEJHhrw,"Sandwiches, Restaurants, Delis, American (Traditional)",Sandwiches,Miracle Mile Delicatessen
3tTGJD-snCZs37FFM1jdkQ,"Ice Cream & Frozen Yogurt, Food, Restaurants", Frozen Yogurt,Razzleberriez Frozen Yogurt
3U__XOTBFptjhBeHrPGqrg,"Salad, Pizza, Restaurants, Greek, Mediterranean",Mediterranean,George's Kitchen
3u4AsqA8glBmGuxtNx5mdQ,"Food, Restaurants, Seafood, Southern, Fish & Chips",Seafood,Knock Kneed Lobster
3vta1BSPwdSulcCFMpBjDw,"Imported Food, Ethnic Food, Specialty Food, Restaurants, Food, Japanese, Grocery",Japanese,Fujiya Market
3w66rzZq_rjA1kSmVt5Hew,"Restaurants, Sandwiches, Fast Food",Sandwiches,Subway
3wGsvZj5-_YtM-4D4JndDQ,"American (Traditional), Greek, Breakfast & Brunch, Restaurants",Greek,Sunny's Diner
3X-jhrbCSMv5hfUS02xdHA,"New Mexican Cuisine, Restaurants, Mexican",Mexican,Frank & Lupe's Restaurants
3x45Q9c5G6VBicedNKrXxQ,"Vegetarian, American (New), Restaurants, Mediterranean",Mediterranean,Pita Jungle
3Xq-bUUpRF9qi3MIXPY8cQ,"Sandwiches, Delis, Restaurants, American (New), Chicken Wings",Sandwiches,OUTTA BRONX
3z9lFLV0UfcA3eQSAZDwSA,"American (Traditional), Burgers, Restaurants",American,Red Robin Gourmet Burgers
4_Ye_9x3dyMK-cfCBZrBRg,"Italian, Chicken Wings, Pizza, Sandwiches, Restaurants",Sandwiches,Domino's Pizza
44vEjV59_w0cm_Lhyif3bQ,"Restaurants, Mexican",Mexican,Senor Taco
44YFU284Z3KDEy25QyVoUw,"Chinese, Restaurants",Chinese,Nee House Chinese Restaurant
45JwLE2ol0WozeHtzPToXg,"American (New), Event Planning & Services, Hot Dogs, Restaurants, Burgers, Caterers",American,Detroit Coney Grill
4670Yw1xIefONEViw5NDFQ,"Burgers, Restaurants",Burgers,Burger Mania
46hnat0aLao-qYWZkN9aBg,"New Mexican Cuisine, Restaurants, Mexican",Mexican,Los Dos Molinos
47wfOfbWXdaxSCRPWBh8fQ,"Barbeque, Restaurants",Barbeque,A Taste of Silk BBQ
48IAxa7b8mdl9FqHE8jlbA,"Gluten-Free, Delis, Breakfast & Brunch, Grocery, Restaurants, Food, Coffee & Tea, Bakeries",Coffee N Tea,Gluten Free Creations
48ka6XH8WWANuHwqL2mZUA,"Restaurants, Food, Breakfast & Brunch, Bakeries, Donuts, Coffee & Tea",Coffee N Tea,Rainbow Donuts
48xqixi2cGozhxSiisOGiw,"Sandwiches, Restaurants",Sandwiches,Blimpie
4aF5GfnVkJPj9IwJ2yxPtQ,"Mexican, Sandwiches, Restaurants, Food, Specialty Food, Ethnic Food, Salad",Mexican,The Tamale Store
4BZ7jlzQBAP94FZNyHr2dA,"Sandwiches, Food, Restaurants, Fast Food, Delis, Food Delivery Services",Sandwiches,Jimmy John's
4cyhLsjKxhC0x5AjYjZBDw,"Mexican, Restaurants",Mexican,Mama Lupitas
4EO19pZecHc3cF7kiEkdJA,"Juice Bars & Smoothies, Bakeries, Restaurants, Donuts, Food",Juice Bars,Rainbow Donut
4fbH3Yr1D5r5-QD-HReDlg,"Caterers, Event Planning & Services, Restaurants, Delis, Sandwiches, Salad",Sandwiches,Dilly's Deli
4FFhq0e4bxAG4uXqgT14jQ,"Restaurants, Comfort Food, Event Planning & Services, Caterers, American (Traditional)",American,Boston Market
4FufE1hgaseeq2PY0BdwSA,"Restaurants, Chicken Wings",Fast Food,Wingstop
4g3IsMpBLReHDA5JatpPzw,"Mexican, Restaurants",Mexican,Filiberto's Mexican Food
4H7Olit19_wdu14hJI-tiw,"Restaurants, Mexican",Mexican,Mariscos Ensenada
4j0WfdS_lHG9uSH7cd1PFg,"Breakfast & Brunch, Mexican, Tacos, Salad, Restaurants",Mexican,Chronic Tacos
4jm-et6RMcjOkmrC_IcuCg,"Mexican, Food, Restaurants",Mexican,Mariscos Sinaloa
4jPerp3OfFiWgBPQi8SOUw,"Restaurants, Cafes, Food, Tea Rooms, Breakfast & Brunch, Coffee & Tea",Cafes,Infusion Coffee & Tea
4jWZByIPL_S-UFczMuD3yw,"Food, Pretzels, Coffee & Tea, Bakeries, Restaurants, Desserts",Coffee N Tea,Sweetest Season Bakery & Cafe
4K3EHSn_DHjdxUEoYos95Q,"Cajun/Creole, Fast Food, American (Traditional), Southern, Restaurants, Chicken Wings",American,Popeyes Louisiana Kitchen
4K5NUsinIgtq-yuxdp2HdA,"Restaurants, Tex-Mex, Mexican, Breakfast & Brunch, Tacos",Mexican,Fuzzy's Taco Shop
4K6r-ZnfFTJcXbsL1Gg0Zg,"Restaurants, Burgers, Fast Food",Burgers,Burger King
4KKmloORuH47OySm9Fq6ug,"Restaurants, Mexican",Mexican,Ritos Burritos
4LPrdCK0L7GFF6vLP5cGTw,"Sushi Bars, Food, Asian Fusion, Japanese, Restaurants, Poke",Japanese,Tokyo Joe's
4NfjvMzUG5rbkxtPg-8pkw,"Restaurants, Chinese, Fast Food",Chinese,Panda Express
4p6Wce7Ed707QS2-yQkvZw,"Restaurants, American (New), Breakfast & Brunch, Nightlife, Bars, Cocktail Bars",American,Kitchen 56
4PqqRa7o_eNydKdGWYdIog,"Breakfast & Brunch, Specialty Food, Food, Tacos, Salad, Restaurants, Event Planning & Services, Caterers, Mexican",Mexican,Tempe City Tacos
4QxMC7fS5tiO1nQ6zmbBYw,"Restaurants, American (Traditional), Nightlife, Breakfast & Brunch, Wine Bars, Bars",American,Mimi's Cafe
4rrQkEKSiJtwMzb5L9zDlA,"Food, Coffee Roasteries, Sandwiches, Coffee & Tea, Juice Bars & Smoothies, Restaurants",Sandwiches,Scooter's Coffee
4RV97YE8VEw05tu0WO425g,"Restaurants, Food Trucks, Food, Mexican",Mexican,La Frontera
4UVn5h6SjztAhKyozc5dTg,"Burgers, Restaurants",Burgers,Rehab Burger Therapy
4vkOZ0kW4Hor43XqqNc0Og,"Thai, Restaurants",Thai,Thai Basil Signature
4VPjBVJKcxDpr00OMwxSww,"Restaurants, Mexican, Food, Nightlife, Bars, Beer Bar, Desserts",Mexican,Ta'Carbon
4x55GDKIP4oHh7H2TKaaHg,"Breakfast & Brunch, American (Traditional), Restaurants, American (New), Burgers",American,IHOP
4XDWHIN46wzg8MXpo8PvQA,"Restaurants, Italian, Pizza, Sandwiches",Sandwiches,Ray's Pizza
4yIOZXIYJiQlkqW_MUtVgQ,"Restaurants, Burgers",Burgers,The Habit Burger Grill
4YKU46PNs-wCi3TAafrRaQ,"Italian, Sandwiches, Restaurants, Pizza",Sandwiches,Barro's Pizza
4Yqjn0n5e3qX5UGQv-hbFw,"Burgers, Fast Food, Restaurants, Ice Cream & Frozen Yogurt, Food, American (Traditional)",American,Sonic Drive-In
4yvE2n-TqvByGmzXxLB28Q,"Mexican, Fast Food, Restaurants",Mexican,Federico's Mexican Food
4z2evNWOBm7b4-7Td0392A,"Restaurants, Food, Coffee & Tea",Coffee N Tea,Starbucks
5-_4mHujcNo0PWj3-ybwnQ,"Nightlife, Food, Restaurants, Mexican, Bars, Beer, Wine & Spirits",Mexican,Tacos Michoacan
5-l_zaYVEG-ft0cwyhWpyA,"Chicken Wings, Restaurants, Chicken Shop, Fast Food",Fast Food,KFC
5-s0ESpKQeI50QIgcz8GGQ,"Fast Food, American (New), Burgers, Restaurants",American,Five Guys
5_MYcQWzKLiFYh0cUPrgNA,"Burgers, Fast Food, Restaurants",Burgers,Burger King
5_PpFtjeLq1seO84SapJWw,"Pizza, Restaurants",Italian,Papa John's Pizza
50NTSGbZ3pN5643_K1IReA,"Mexican, Restaurants, Food",Mexican,Via Delosantos
51o5zY_7CEX9l1oNhFP-ow,"Food, Ice Cream & Frozen Yogurt, American (Traditional), Burgers, Restaurants, Fast Food",American,Sonic Drive-In
52glsmQhUatwEZ_5vvWMQQ,"Breakfast & Brunch, American (New), Juice Bars & Smoothies, Restaurants, Food, Salad",American,Original ChopShop
52sY8-9al5LJi475nNJkyQ,"Fast Food, Chicken Wings, Southern, American (Traditional), Chicken Shop, Restaurants",American,Raising Cane's
53BSdnhzcCBfBH_6TgX63Q,"Restaurants, Pizza, Sandwiches, Italian",Sandwiches,Rosati's Pizza
57dbqYYLpyvTH5RRKkIWrg,"Restaurants, Tex-Mex, Fast Food, Mexican",Mexican,Taco Bell
58ZoYIdM9trgdQgXLwszqw,"Burgers, Restaurants",Burgers,Smashburger
591UZJIUNgPwxXRvQMIUkw,"Restaurants, Mexican, Tex-Mex, Fast Food",Mexican,Chipotle Mexican Grill
5A_sjC9ULLt4UkDNtr9dkw,"Cocktail Bars, Bars, Nightlife, Food, Restaurants, Coffee & Tea, Beer Bar, Gastropubs, Beer, Wine & Spirits",Coffee N Tea,Sip Coffee & Beer Garage
5c_z8Noe46-p1k-WpXbOmw,"Restaurants, Chinese",Chinese,D & Y Chinese
5cXym2kMtJgKeaxdF2SrJA,"American (Traditional), Seafood, Restaurants",American,Red Lobster
5d8oCuD4TlaDjBGMnDD0HQ,"Breakfast & Brunch, Delis, Restaurants, Salad, Fast Food, Soup, Sandwiches",Sandwiches,Potbelly Sandwich Shop
5DDumAHRKumv3gZiPKW6iw,"Restaurants, Coffee & Tea, Bakeries, Vegan, Food",Vegan,Nami
5DT2qxCkXxUKW7z_4kOXmA,"Thai, Salad, Barbeque, Restaurants",Thai,Sala Thai
5eK_pgro9_LxPYDoRVJnEA,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",Coffee N Tea,Vovomeena
5euk5_UKqnAWcrbOPNYt0g,"Restaurants, Noodles, Chicken Wings, Thai",Thai,Chanpen Thai Cuisine
5F69VFIk-l3THUZX1qeYSg,"Sports Bars, Restaurants, Bars, Nightlife, American (Traditional), Burgers, Steakhouses",Sports Bar,Applebee's Grill + Bar
5FIOXmUE3qMviX9GafGH-Q,"Vegan, Restaurants, Gluten-Free, Vegetarian",Vegan,Green New American Vegetarian
5GoBfhIyEN-BMzVjO5QLeA,"Burgers, Restaurants, American (Traditional)",American,Red Robin Gourmet Burgers
5I-iocF31dJs2V4mEDMHoA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Coffee & Tea, Comfort Food, Desserts, Acai Bowls",Coffee N Tea,Papa Ed's Ice Cream
5J1SoLkAM2zAOKqrRB7rCQ,"Restaurants, Mediterranean, Greek",Mediterranean,King of Gyros
5Jf-9U16kMW-o2k8OUvTLg,"Restaurants, Falafel, Mediterranean, Bakeries, Halal, Food, Vegan",Mediterranean,Golden Restaurant and Bakery
5JifhqP87SsQwS2HTukMFA,"Food, Restaurants, Bakeries",Bakery,Cafe Valley Inc.
5KFXU_1XOmuCs0IuA2lTeQ,"Restaurants, Pizza, Food",Italian,Hungry Howie's Pizza
5KheTjYPu1HcQzQFtm4_vw,"Mexican, Restaurants, Bars, Nightlife, Breakfast & Brunch, Cocktail Bars",Mexican,Arriba Mexican Grill
5Ks4F3IOvSLi0KePlhr-sw,"Sports Bars, Nightlife, Bars, Restaurants, American (Traditional)",Sports Bar,Bogeys Grill
5Ktv5ZmJI0CN4L0KxDWJvw,"Tapas/Small Plates, Restaurants, Sandwiches, American (Traditional), Food, Nightlife, Salad, Breakfast & Brunch, American (New), Bars, Pubs, Irish",Sandwiches,Phoenix City Grille
5l8S70308R_Osh3hm2zj3Q,"Bagels, Breakfast & Brunch, Restaurants, Food, Delis",Breakfast N Brunch,Hot Bagels and Deli
5l8VDB6hXXm-uJP2_4SRMw,"American (New), Restaurants, Bars, Juice Bars & Smoothies, Food, Salad, Nightlife, Breakfast & Brunch, Vegetarian, Cocktail Bars",American,Farm & Craft
5leoFV0AZZgCDbCs0G5yfQ,"Fast Food, Burgers, Coffee & Tea, Food, Restaurants",Burgers,McDonald's
5lZpyuWjC7L9uJfLfqIQ_w,"Ramen, Soup, Japanese, Noodles, Restaurants",Japanese,Hachi Ramen
5mcKhJwQVjZcVncUGl2how,"Fast Food, Mexican, Restaurants",Mexican,El Pollo Loco
5MNYCmCtpBboglFmrjU6yw,"Pizza, Salad, Restaurants, Italian, Chicken Wings",Italian,R.Kidd's Pizza & Wings
5nWfU-qheLL-JzwYgHe_cQ,"Sports Bars, American (Traditional), Nightlife, Bars, Restaurants, Burgers, Sandwiches",Sports Bar,Gallagher's Sports Grill
5o6qOFzZ4NrJ6bJ39ohCtA,"Restaurants, Delis, Bagels, Breakfast & Brunch, Food",Breakfast N Brunch,NY Bagels and Deli
5oeiMlQFtJFZV6H8qatznw,"Latin American, Restaurants, Salvadoran",American,SalvadoreÃƒÂ±o Restaurant
5OmuCo0kdvWQZXidGuxrsw,"Sandwiches, Event Planning & Services, Salad, Delis, Caterers, Food, Restaurants",Sandwiches,NY Slicers Deli
5OWwRvNovyRg26J4aP4DTw,"Food, Bakeries, Restaurants",Bakery,Jana's Bakery
5P7zzVhWvO8nXGPdy7xqhw,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food, Donuts",Coffee N Tea,LaMar's Donuts & Coffee
5Pd6YEGn-iAcJf9BM484UQ,"Restaurants, Chicken Shop, Chicken Wings, Fast Food",Fast Food,KFC
5PlbORAcmUAJ0QCMJRSmDw,"Food, Restaurants, Grocery, Kosher",Kosher,Imperial Kosher Market
5pObrGpv1Is5WLDeOFSDIQ,"Restaurants, Fast Food, Pizza, Italian, Chicken Wings",Italian,Pizza Hut
5qao1bKTbJ0-knt0gxg0Pg,"Restaurants, Bubble Tea, Food, Hot Pot, Szechuan, Chinese",Chinese,Kood Tea Bar & Cafe
5qEMfUERdTcMk7aDwH3A_Q,"Coffee & Tea, Cafes, Sandwiches, Food, Breakfast & Brunch, Restaurants",Cafes,Candy's Kitchen
5R7dT5TPfNsOMenkbHiYbQ,"Food, Poke, Salad, Restaurants, Sushi Bars",Japanese,Pokitrition - Sushi Burritos & Poke
5RqU2YARBU69d9zK6h-fXg,"Gastropubs, Nightlife, Restaurants, Speakeasies, Coffee & Tea, Cafes, Breakfast & Brunch, Bars, Beer, Wine & Spirits, Food",Cafes,The Grand
5sqC0kX6lBvKR983T_EBcg,"Restaurants, Mexican, Cafes",Cafes,Cafe Rio Mexican Grill
5ts_r4K6y103zNXt0k6nEg,"Restaurants, Mexican, Salad, Soup",Mexican,Manuel's Mexican Restaurant & Cantina - Glendale
5UCUIK-O6m7tSpi02B6F5g,"Food, Ice Cream & Frozen Yogurt, Shaved Ice, Restaurants, Mexican",Mexican,Oasis Raspados
5WhDd9MnacntXYURmvgMZA,"Chinese, Restaurants",Chinese,Asian Garden Express
5xCeuEI7Einoi5xYsNuDCQ,"American (Traditional), Burgers, Steakhouses, Sports Bars, Bars, Restaurants, Nightlife",Sports Bar,Applebee's Grill + Bar
5XIIUcmBADuz1h8W0QztVQ,"Restaurants, Chinese, Fast Food",Chinese,Panda Express
5Xzjb7ATQHCozQGedQTiyA,"Restaurants, Sandwiches",Sandwiches,Sacks Sandwiches - ASU
5zHi8eQhO7sO3N15zHgkUg,"Restaurants, Gluten-Free, Breakfast & Brunch, Salad, Sandwiches",Sandwiches,Even Stevens Sandwiches
5zk3LxFzijmY2JipVZ7Xdg,"Restaurants, Chinese",Chinese,Blossom Asian Cuisine
6-ZXctu-Duee3rGY3lC-uQ,"Middle Eastern, Food, Desserts, Restaurants, Mediterranean",Mediterranean,Mandi House
617wOC5iiA17lw4t_W9Saw,"Burgers, Fast Food, Coffee & Tea, Food, Restaurants",Burgers,McDonald's
62HZvu4RyAnhRswWn3e7qA,"Restaurants, Japanese",Japanese,Haiku Grill
63bHLJUomC22Xdm3IjgBtw,"Food, Desserts, Restaurants, Thai",Thai,Krua Thai Cuisine
65f0pXB1bSwHH1Pi7kkryw,"Restaurants, Food, Coffee & Tea, Cafes",Cafes,Bio Bistro
65IpGk7kDCsAbphNtQJJRw,"Salad, Pizza, Restaurants",Italian,Pizza Old Roma
65kCKrnO3SulNYEen0itGg,"Salad, Italian, Pizza, Restaurants",Italian,Isa's Pizza
66EYUS3iichq-Gn6KjgX2A,"Breakfast & Brunch, Salad, Restaurants, Mexican",Mexican,Filiberto's Mexican Food
67Dl9MQcSUNU0OqgsaFs_w,"Restaurants, Pizza",Italian,Pullano's Pizza & Wings
67X6JB3kvZ2B_p8pucgNXA,"Sushi Bars, American (Traditional), Hawaiian, Asian Fusion, Restaurants",American,Kona Grill
6C_8Mh4lmLc_QEs3hHleBg,"Mexican, Restaurants",Mexican,El Pollo Supremo
6c4AW8WTpTA_xZYOrJx3Eg,"Chicken Wings, Restaurants, Chicken Shop, Fast Food",Fast Food,KFC
6g-ufVkF3gQjqfBjEzWPJw,"Barbeque, Southern, American (Traditional), Restaurants",American,Dickey's Barbecue Pit
6hfvVrOMmYapWGS1PN0b2w,"Restaurants, Fast Food, American (New), Pizza",American,Little Caesars Pizza
6Iu4YDjAPrDRRrPCt_E2zA,"Restaurants, Steakhouses, Barbeque, Desserts, Food",Barbeque,TEXAZ Grill
6KqLBLkHw78t33qObWJxpQ,"Barbeque, Food, Restaurants",Barbeque,Thee Pitts Again
6ksBg7LoD06ctMU3OfNFUQ,"Restaurants, Vegetarian, Tacos, Mexican",Mexican,Taco Shack
6kZ5oQALI1NsP-y6H3cKWQ,"Chicken Wings, Food, Restaurants, Pizza, Italian, Food Delivery Services",Italian,Pizza Hut
6Leb5-5Wl7OfPM12LaFQeA,"Italian, Bars, Nightlife, Restaurants, Pizza",Italian,Pubblico Italian Eatery
6MKdilxYLP3W02wnu3UFmQ,"Restaurants, Breakfast & Brunch, Food, Delis, Bagels",Breakfast N Brunch,Einstein Bros Bagels
6nbmlMVmbifIjrEEbCaA6w,"Mexican, Modern European, Specialty Food, Restaurants, Ethnic Food, Food",Mexican,Old Town Sarajevo
6nRbHreAZzP_RDqUyD1FPg,"Chinese, Restaurants",Chinese,Pong Pong
6pBk86yhYmSK37n-iauS_g,"Food, Meat Shops, Specialty Food, Delis, Restaurants, Sandwiches, Cafes",Cafes,Honey Baked Ham Company
6q7TLSWByKGeIkt1HYBUgw,"Breakfast & Brunch, Diners, American (Traditional), Restaurants, Burgers",American,Black Bear Diner
6QRY4tMQdHFOe2-_CUHMdA,"Sandwiches, Restaurants, Burgers, Fast Food",Sandwiches,Arby's
6rN_wreWNCl3wLNZYZCYOA,"Sports Bars, Burgers, Restaurants, Food, Bars, Steakhouses, American (Traditional), Chicken Wings, Nightlife, Fast Food",Sports Bar,Applebee's Grill + Bar
6SfNZP1oqiQV1AYLK9A8WA,"Chinese, Chicken Wings, Restaurants, Fast Food",Chinese,Long Wong's
6SN1K-dWH5LoGHz4-SA1HQ,"Restaurants, Pizza, Fast Food",Italian,Little Caesars Pizza
6SwdqYrQSASONmrgG4mBjA,"Bars, American (New), Pubs, Nightlife, Restaurants",American,Chambers on First
6syNyecOEcdrp1Q7gv4XhQ,"Sandwiches, Restaurants, Food, Salad, Soup",Sandwiches,Panera Bread
6t7mlTVjDA9fhuFAZmVzAQ,"Hot Dogs, Burgers, Restaurants, Salad",Burgers,Portillo's Hot Dogs
6t98--hqg8suYkm_37re8w,"Restaurants, Japanese, Nightlife, Food, Cocktail Bars, Bars, Ramen",Japanese,SoSoBa
6UhCuObwzhEYOmj75T7Nzg,"Food, International Grocery, Mexican, Restaurants",Mexican,carniceria castillo
6VePv7drDpoG20ytyBFh7w,"Restaurants, Bagels, Food, Sandwiches, Breakfast & Brunch",Sandwiches,Hot Bagels & Deli
6VZ4T_BnTl8swN-g06ZVYg,"Fast Food, Mexican, Restaurants",Mexican,Del Taco
6W20fKnjqPTSU2irnSVmSQ,"Gluten-Free, Restaurants, Chinese, Asian Fusion",Chinese,P.F. Chang's
6Wc5DPXGudcNi2XK7QfQtA,"Cafes, Mexican, Southern, Restaurants, Tex-Mex",Cafes,Canyon Cafe
6WDDksGLLehfQDIvQXzR5w,"Chinese, Restaurants, Seafood, Noodles",Chinese,Chou's Kitchen
6We2O5X62J_gduXU7jvf8w,"Sandwiches, Restaurants, Pizza, Gluten-Free, Italian",Sandwiches,Spinato's Pizzeria
6xHAfmlqlpjm9retP20woQ,"Food, Food Delivery Services, Delis, Restaurants, Italian, Sandwiches, Fast Food",Sandwiches,Jimmy John's
6xLwHi5IQMjTMDAfOCBt1g,"Burgers, Restaurants, Fast Food",Burgers,Burger King
6YrmJ_pxLSTabcM_FFZhlQ,"Restaurants, Hot Dogs, Ice Cream & Frozen Yogurt, Food, Sandwiches, Desserts, Fast Food",Sandwiches,Wienerschnitzel
6Z3lZEEIKv6opbyavmnGbA,"Dive Bars, Restaurants, Burgers, Bars, Sports Bars, Nightlife",Sports Bar,Monkey Pants Bar & Grill
7_1W86xkmLyBtyEdppLcmA,"Restaurants, Fast Food, Caribbean",Fast Food,Caribbean Marketplace Grill
70umoFq_Wa24Nr78UOsilQ,"Caterers, Hawaiian, Event Planning & Services, Restaurants, Barbeque",Hawaiian,Ono Hawaiian BBQ
71NtILflMkghzvlKk3w2xw,"Burgers, Restaurants",Burgers,Cold Beers & Cheeseburgers
75i9St7QE12NX5JM-Zt90g,"Tex-Mex, Fast Food, Restaurants, Mexican",Mexican,Taco Bell
75vRgse6O3P4GL_vi3Xr9Q,"Food Stands, Restaurants, Fast Food, Mexican",Mexican,Taqueria Los Yaquis
77FYW55qBiRAMZRxdIKApA,"Pizza, Restaurants, Fast Food",Italian,Little Caesars Pizza
7A6eDE4E3GzFao8BjeM9yA,"Burgers, Fast Food, Restaurants, Hot Dogs",Burgers,Burger King
7BZCwdpD9sEI12NczQWMPQ,"Restaurants, Chicken Wings, Mexican, Pizza",Mexican,Celas's Pizza
7cK9uEV09iPmsTqOqmY3kQ,"Food, Restaurants, Salad, Italian, Pizza, Sandwiches, Burgers",Sandwiches,La Grande Orange Pizzeria
7dKIMvsTQI6zO-NYdRmrwA,"Fish & Chips, Restaurants, British, Fast Food",British,The Codfather
7eQoxWr9RzyCB9IFvqHUPA,"Pizza, Chicken Wings, Sandwiches, Restaurants, Italian",Sandwiches,Pizza Heaven Bistro
7EtiFdHnoWwvC-8m8ixC1g,"Pizza, Restaurants, Sandwiches, Italian",Sandwiches,Barro's Pizza
7eXOhLg-ijHL_0NIPNyq2A,"Nightlife, Lounges, Bars, Mexican, Restaurants",Mexican,El Chino Restaurante Y Cantina
7Fzb0bZbln6daltKa726iA,"Nightlife, Seafood, Bars, American (New), Restaurants, Food",American,The Grill Kitchen & Bar
7ge2DIxgQAl20_wr4yUgsA,"Restaurants, Pizza",Italian,Pizza Studio
7HxRm4rnNGomGU_FMsE-Og,"Breakfast & Brunch, Diners, American (Traditional), American (New), Restaurants",American,Waffle House
7iGqep3bONVhl8Dfhc32wQ,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",Burgers,McDonald's
7jOuytjEa6Q9F_Sy9UR5Hw,"Sandwiches, Fast Food, Restaurants",Sandwiches,Subway
7kmHtcImdFJrPejNNP4TMg,"Fast Food, Event Planning & Services, Mexican, Restaurants, Caterers",Mexican,Taqueria La Korita
7m1Oa1VYV98UUuo_6i0EZg,"Burgers, Restaurants, Mexican, Gluten-Free, American (Traditional)",Mexican,Paradise Valley Burger Company
